Date,HDFCBANK,ICICIBANK
2023-01-06,1538.1658935546875,855.6304321289062
2023-01-09,1541.1566162109375,858.8263549804688
2023-01-10,1512.986572265625,847.0259399414062
2023-01-11,1534.7894287109375,851.8936157226562
2023-01-12,1542.98974609375,846.3375854492188
2023-01-13,1544.1956787109375,858.9247436523438
2023-01-16,1529.3870849609375,850.861083984375
2023-01-17,1552.1546630859375,850.7628173828125
2023-01-18,1579.5531005859375,855.0404663085938
2023-01-19,1586.113037109375,851.7461547851562
2023-01-20,1602.36865234375,855.8762817382812
2023-01-23,1614.09033203125,857.203857421875
2023-01-24,1635.7001953125,856.2696533203125
2023-01-25,1590.502685546875,841.0765380859375
2023-01-27,1558.811279296875,803.6101684570312
2023-01-30,1557.219482421875,809.8053588867188
2023-01-31,1546.9449462890625,818.0657348632812
2023-02-01,1570.1468505859375,833.8488159179688
2023-02-02,1546.8004150390625,843.6333618164062
2023-02-03,1600.294677734375,849.4352416992188
2023-02-06,1593.4932861328125,839.503173828125
2023-02-07,1595.8568115234375,838.5689697265625
2023-02-08,1595.6639404296875,844.8133544921875
2023-02-09,1592.335693359375,846.485107421875
2023-02-10,1598.6546630859375,839.650634765625
2023-02-13,1599.8604736328125,836.5039672851562
2023-02-14,1614.6690673828125,850.9102783203125
2023-02-15,1611.3890380859375,856.3187866210938
2023-02-16,1605.552490234375,854.9912719726562
2023-02-17,1597.496826171875,848.3043823242188
2023-02-20,1582.495361328125,837.9297485351562
2023-02-21,1588.428466796875,839.994873046875
2023-02-22,1557.267578125,825.29345703125
2023-02-23,1546.7037353515625,825.78515625
2023-02-24,1532.9083251953125,825.7360229492188
2023-02-27,1536.718994140625,842.1583251953125
2023-02-28,1543.1824951171875,840.634033203125
2023-03-01,1541.6873779296875,842.0599365234375
2023-03-02,1528.5667724609375,839.7981567382812
2023-03-03,1558.90771484375,854.1062622070312
2023-03-06,1569.90576171875,853.3195190429688
2023-03-08,1573.041015625,857.59716796875
2023-03-09,1573.1856689453125,841.7158203125
2023-03-10,1532.6187744140625,828.636962890625
2023-03-13,1513.227783203125,814.6239013671875
2023-03-14,1509.17578125,816.54150390625
2023-03-15,1487.5177001953125,812.16552734375
2023-03-16,1497.1650390625,810.1987915039062
2023-03-17,1517.18310546875,822.3433227539062
2023-03-20,1506.6676025390625,822.5401000976562
2023-03-21,1523.7432861328125,838.224853515625
2023-03-22,1520.22216796875,845.8950805664062
2023-03-23,1508.0181884765625,841.2240600585938
2023-03-24,1505.6064453125,838.224853515625
2023-03-27,1512.1663818359375,834.5863037109375
2023-03-28,1524.466796875,840.5357055664062
2023-03-29,1531.798828125,836.8480834960938
2023-03-31,1552.7816162109375,862.6615600585938
2023-04-03,1553.7464599609375,869.1026000976562
2023-04-05,1595.4227294921875,869.8892822265625
2023-04-06,1607.578369140625,860.448974609375
2023-04-10,1599.9569091796875,854.0079345703125
2023-04-11,1604.635986328125,867.2342529296875
2023-04-12,1625.4742431640625,875.3470458984375
2023-04-13,1632.7576904296875,884.0498046875
2023-04-17,1607.8677978515625,886.3115844726562
2023-04-18,1601.06640625,881.9356079101562
2023-04-19,1606.9512939453125,877.0679321289062
2023-04-20,1612.9326171875,879.5264282226562
2023-04-21,1615.5372314453125,870.921875
2023-04-24,1628.6094970703125,889.7042236328125
2023-04-25,1605.4559326171875,898.2595825195312
2023-04-26,1612.8360595703125,899.734619140625
2023-04-27,1621.711669921875,903.0780029296875
2023-04-28,1628.078857421875,902.3897094726562
2023-05-02,1627.7412109375,906.7656860351562
2023-05-03,1633.43310546875,907.5032348632812
2023-05-04,1666.861083984375,906.3723754882812
2023-05-05,1568.3138427734375,911.5350952148438
2023-05-08,1586.45068359375,922.302978515625
2023-05-09,1586.4990234375,918.8612060546875
2023-05-10,1593.830810546875,920.4837036132812
2023-05-11,1594.89208984375,923.5813598632812
2023-05-12,1608.977294921875,928.2031860351562
2023-05-15,1616.6951904296875,930.0224609375
2023-05-16,1607.425048828125,930.6124267578125
